
1670955446063 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670955447772 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 110.8, 'chp': 0.6, 'lp': 18608.0, 'spread': 0.0, 'ask': 0.0, 'bid': 0.0, 'open_price': 18524.4, 'high_price': 18617.2, 'low_price': 18490.2, 'prev_close_price': 18497.2, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670889600}}]}

1670995583688 :: quotes :: {'symbols': 'NSE:TCS-EQ'} :: 1670995584650 :: {'s': 'ok', 'd': [{'n': 'NSE:TCS-EQ', 's': 'ok', 'v': {'ch': 28.6, 'chp': 0.86, 'lp': 3360.7, 'spread': 0.7, 'ask': 3360.7, 'bid': 3360.0, 'open_price': 3348.8, 'high_price': 3377.0, 'low_price': 3340.9, 'prev_close_price': 3332.1, 'volume': 437027, 'short_name': 'TCS-EQ', 'exchange': 'NSE', 'description': 'NSE:TCS-EQ', 'original_name': 'NSE:TCS-EQ', 'symbol': 'NSE:TCS-EQ', 'fyToken': '101000000011536', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 3361.05, 'h': 3361.75, 'l': 3360.0, 'c': 3360.7, 'v': 659, 'tf': '10:56'}}}]}

1670995584655 :: quotes :: {'symbols': 'NSE:SUNPHARMA-EQ'} :: 1670995585612 :: {'s': 'ok', 'd': [{'n': 'NSE:SUNPHARMA-EQ', 's': 'ok', 'v': {'ch': 4.85, 'chp': 0.49, 'lp': 999.5, 'spread': 0.15, 'ask': 999.65, 'bid': 999.5, 'open_price': 999.0, 'high_price': 1002.35, 'low_price': 994.55, 'prev_close_price': 994.65, 'volume': 465382, 'short_name': 'SUNPHARMA-EQ', 'exchange': 'NSE', 'description': 'NSE:SUNPHARMA-EQ', 'original_name': 'NSE:SUNPHARMA-EQ', 'symbol': 'NSE:SUNPHARMA-EQ', 'fyToken': '10100000003351', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 999.7, 'h': 999.7, 'l': 999.5, 'c': 999.5, 'v': 154, 'tf': '10:56'}}}]}

1670995585616 :: quotes :: {'symbols': 'NSE:RELIANCE-EQ'} :: 1670995586737 :: {'s': 'ok', 'd': [{'n': 'NSE:RELIANCE-EQ', 's': 'ok', 'v': {'ch': -5.2, 'chp': -0.2, 'lp': 2619.8, 'spread': 0.3, 'ask': 2619.8, 'bid': 2619.5, 'open_price': 2637.65, 'high_price': 2638.95, 'low_price': 2616.0, 'prev_close_price': 2625.0, 'volume': 1234254, 'short_name': 'RELIANCE-EQ', 'exchange': 'NSE', 'description': 'NSE:RELIANCE-EQ', 'original_name': 'NSE:RELIANCE-EQ', 'symbol': 'NSE:RELIANCE-EQ', 'fyToken': '10100000002885', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 2619.5, 'h': 2619.8, 'l': 2619.15, 'c': 2619.8, 'v': 1160, 'tf': '10:56'}}}]}

1670995586742 :: quotes :: {'symbols': 'NSE:MARUTI-EQ'} :: 1670995587712 :: {'s': 'ok', 'd': [{'n': 'NSE:MARUTI-EQ', 's': 'ok', 'v': {'ch': 7.7, 'chp': 0.09, 'lp': 8628.4, 'spread': 0.3, 'ask': 8628.4, 'bid': 8628.1, 'open_price': 8650.0, 'high_price': 8677.7, 'low_price': 8596.05, 'prev_close_price': 8620.7, 'volume': 125317, 'short_name': 'MARUTI-EQ', 'exchange': 'NSE', 'description': 'NSE:MARUTI-EQ', 'original_name': 'NSE:MARUTI-EQ', 'symbol': 'NSE:MARUTI-EQ', 'fyToken': '101000000010999', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 8629.8, 'h': 8629.8, 'l': 8628.1, 'c': 8628.4, 'v': 84, 'tf': '10:56'}}}]}

1670995597722 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670995599150 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 64.85, 'chp': 0.35, 'lp': 18672.85, 'spread': 0.0, 'ask': 18672.85, 'bid': 18672.85, 'open_price': 18671.25, 'high_price': 18696.1, 'low_price': 18651.65, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 18674.1, 'h': 18674.65, 'l': 18672.8, 'c': 18672.85, 'v': 0, 'tf': '10:56'}}}]}

1670995599151 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1670995600494 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 130.7, 'chp': 0.3, 'lp': 44077.25, 'spread': 0.0, 'ask': 44077.25, 'bid': 44077.25, 'open_price': 44078.6, 'high_price': 44099.15, 'low_price': 43987.95, 'prev_close_price': 43946.55, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 44076.0, 'h': 44080.7, 'l': 44074.55, 'c': 44077.25, 'v': 0, 'tf': '10:56'}}}]}

1670995600494 :: quotes :: {'symbols': 'NSE:INFY-EQ'} :: 1670995601479 :: {'s': 'ok', 'd': [{'n': 'NSE:INFY-EQ', 's': 'ok', 'v': {'ch': 9.15, 'chp': 0.58, 'lp': 1581.3, 'spread': 0.05, 'ask': 1581.35, 'bid': 1581.3, 'open_price': 1582.0, 'high_price': 1588.5, 'low_price': 1575.05, 'prev_close_price': 1572.15, 'volume': 1621332, 'short_name': 'INFY-EQ', 'exchange': 'NSE', 'description': 'NSE:INFY-EQ', 'original_name': 'NSE:INFY-EQ', 'symbol': 'NSE:INFY-EQ', 'fyToken': '10100000001594', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 1581.45, 'h': 1581.55, 'l': 1581.25, 'c': 1581.3, 'v': 917, 'tf': '10:56'}}}]}

1670995601486 :: quotes :: {'symbols': 'NSE:HINDALCO-EQ'} :: 1670995602400 :: {'s': 'ok', 'd': [{'n': 'NSE:HINDALCO-EQ', 's': 'ok', 'v': {'ch': 7.3, 'chp': 1.59, 'lp': 465.4, 'spread': 0.1, 'ask': 465.4, 'bid': 465.3, 'open_price': 461.65, 'high_price': 469.95, 'low_price': 461.05, 'prev_close_price': 458.1, 'volume': 2598582, 'short_name': 'HINDALCO-EQ', 'exchange': 'NSE', 'description': 'NSE:HINDALCO-EQ', 'original_name': 'NSE:HINDALCO-EQ', 'symbol': 'NSE:HINDALCO-EQ', 'fyToken': '10100000001363', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 465.85, 'h': 465.95, 'l': 465.4, 'c': 465.4, 'v': 7748, 'tf': '10:56'}}}]}

1670995602408 :: positions ::  :: 1670995603751 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'netQty': -2, 'qty': 2, 'avgPrice': 465.55, 'netAvg': 465.55, 'side': -1, 'productType': 'BO', 'realized_profit': 0.0, 'unrealized_profit': 0.3, 'pl': 0.3, 'ltp': 465.4, 'buyQty': 0, 'buyAvg': 0.0, 'buyVal': 0.0, 'sellQty': 2, 'sellAvg': 465.55, 'sellVal': 931.1, 'slNo': 0, 'fyToken': '10100000001363', 'dummy': '          ', 'crossCurrency': 'N', 'rbiRefRate': 1.0, 'qtyMulti_com': 1.0, 'segment': 10, 'symbol': 'NSE:HINDALCO-EQ', 'id': 'NSE:HINDALCO-EQ-BO', 'qtyMultiplier': 1.0}, {'netQty': 0, 'qty': 0, 'avgPrice': 0, 'netAvg': 0.0, 'side': 0, 'productType': 'BO', 'realized_profit': 0.2, 'unrealized_profit': 0.0, 'pl': 0.2, 'ltp': 4663.4, 'buyQty': 1, 'buyAvg': 4671.8, 'buyVal': 4671.8, 'sellQty': 1, 'sellAvg': 4672.0, 'sellVal': 4672.0, 'slNo': 1, 'fyToken': '1010000000157', 'dummy': '          ', 'crossCurrency': 'N', 'rbiRefRate': 1.0, 'qtyMulti_com': 1.0, 'segment': 10, 'symbol': 'NSE:APOLLOHOSP-EQ', 'id': 'NSE:APOLLOHOSP-EQ-BO', 'qtyMultiplier': 1.0}], 'overall': {'count_total': 2, 'count_open': 1, 'pl_total': 0.5, 'pl_realized': 0.2, 'pl_unrealized': 0.3}}

1670995603753 :: place_order ::  :: 1670995604797 :: {'s': 'error', 'code': -174, 'message': 'RMS:122121439558:NSE EQUITY 1363 HINDALCO EQ XD14587 S 52 BO 465.4 TRIGGER GAP IS OUT OF THE SPECIFIED GAP RANGE MAX & MIN TRIGGER GAP RANGE IS-488.67-465.63 TRIGGER PRICE-933.8', 'id': '122121439558-BO-1'}

1670995604798 :: place_order ::  :: 1670995605780 :: {'s': 'error', 'code': -174, 'message': 'RMS:122121439568:NSE EQUITY 1363 HINDALCO EQ XD14587 S 21 BO 465.4 TRIGGER GAP IS OUT OF THE SPECIFIED GAP RANGE MAX & MIN TRIGGER GAP RANGE IS-488.67-465.63 TRIGGER PRICE-933.8', 'id': '122121439568-BO-1'}

1670995605781 :: quotes :: {'symbols': 'NSE:APOLLOHOSP-EQ'} :: 1670995606708 :: {'s': 'ok', 'd': [{'n': 'NSE:APOLLOHOSP-EQ', 's': 'ok', 'v': {'ch': -13.95, 'chp': -0.3, 'lp': 4664.9, 'spread': 0.05, 'ask': 4664.95, 'bid': 4664.9, 'open_price': 4712.0, 'high_price': 4712.0, 'low_price': 4660.8, 'prev_close_price': 4678.85, 'volume': 164203, 'short_name': 'APOLLOHOSP-EQ', 'exchange': 'NSE', 'description': 'NSE:APOLLOHOSP-EQ', 'original_name': 'NSE:APOLLOHOSP-EQ', 'symbol': 'NSE:APOLLOHOSP-EQ', 'fyToken': '1010000000157', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 4663.5, 'h': 4664.9, 'l': 4663.4, 'c': 4664.9, 'v': 317, 'tf': '10:56'}}}]}

1670995606715 :: quotes :: {'symbols': 'NSE:INDUSINDBK-EQ'} :: 1670995608072 :: {'s': 'ok', 'd': [{'n': 'NSE:INDUSINDBK-EQ', 's': 'ok', 'v': {'ch': 6.55, 'chp': 0.53, 'lp': 1241.5, 'spread': 0.5, 'ask': 1241.5, 'bid': 1241.0, 'open_price': 1241.75, 'high_price': 1245.9, 'low_price': 1233.0, 'prev_close_price': 1234.95, 'volume': 984887, 'short_name': 'INDUSINDBK-EQ', 'exchange': 'NSE', 'description': 'NSE:INDUSINDBK-EQ', 'original_name': 'NSE:INDUSINDBK-EQ', 'symbol': 'NSE:INDUSINDBK-EQ', 'fyToken': '10100000005258', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 1241.4, 'h': 1241.55, 'l': 1241.0, 'c': 1241.5, 'v': 2074, 'tf': '10:56'}}}]}

1670995608080 :: quotes :: {'symbols': 'NSE:BAJFINANCE-EQ'} :: 1670995609344 :: {'s': 'ok', 'd': [{'n': 'NSE:BAJFINANCE-EQ', 's': 'ok', 'v': {'ch': 47.9, 'chp': 0.72, 'lp': 6668.0, 'spread': 1.65, 'ask': 6668.0, 'bid': 6666.35, 'open_price': 6658.0, 'high_price': 6688.55, 'low_price': 6636.1, 'prev_close_price': 6620.1, 'volume': 310090, 'short_name': 'BAJFINANCE-EQ', 'exchange': 'NSE', 'description': 'NSE:BAJFINANCE-EQ', 'original_name': 'NSE:BAJFINANCE-EQ', 'symbol': 'NSE:BAJFINANCE-EQ', 'fyToken': '1010000000317', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 6671.0, 'h': 6671.0, 'l': 6665.0, 'c': 6668.0, 'v': 829, 'tf': '10:56'}}}]}

1670995609349 :: quotes :: {'symbols': 'NSE:SBIN-EQ'} :: 1670995610367 :: {'s': 'ok', 'd': [{'n': 'NSE:SBIN-EQ', 's': 'ok', 'v': {'ch': 6.25, 'chp': 1.01, 'lp': 623.0, 'spread': 0.05, 'ask': 623.05, 'bid': 623.0, 'open_price': 618.5, 'high_price': 625.8, 'low_price': 617.5, 'prev_close_price': 616.75, 'volume': 5828715, 'short_name': 'SBIN-EQ', 'exchange': 'NSE', 'description': 'NSE:SBIN-EQ', 'original_name': 'NSE:SBIN-EQ', 'symbol': 'NSE:SBIN-EQ', 'fyToken': '10100000003045', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 623.05, 'h': 623.15, 'l': 623.0, 'c': 623.0, 'v': 13843, 'tf': '10:56'}}}]}

1670995610372 :: quotes :: {'symbols': 'NSE:TCS-EQ'} :: 1670995611421 :: {'s': 'ok', 'd': [{'n': 'NSE:TCS-EQ', 's': 'ok', 'v': {'ch': 27.8, 'chp': 0.83, 'lp': 3359.9, 'spread': 0.3, 'ask': 3359.9, 'bid': 3359.6, 'open_price': 3348.8, 'high_price': 3377.0, 'low_price': 3340.9, 'prev_close_price': 3332.1, 'volume': 442838, 'short_name': 'TCS-EQ', 'exchange': 'NSE', 'description': 'NSE:TCS-EQ', 'original_name': 'NSE:TCS-EQ', 'symbol': 'NSE:TCS-EQ', 'fyToken': '101000000011536', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 3361.05, 'h': 3361.75, 'l': 3359.9, 'c': 3359.9, 'v': 6470, 'tf': '10:56'}}}]}

1670995611426 :: quotes :: {'symbols': 'NSE:SUNPHARMA-EQ'} :: 1670995612769 :: {'s': 'ok', 'd': [{'n': 'NSE:SUNPHARMA-EQ', 's': 'ok', 'v': {'ch': 5.05, 'chp': 0.51, 'lp': 999.7, 'spread': 0.5, 'ask': 999.7, 'bid': 999.2, 'open_price': 999.0, 'high_price': 1002.35, 'low_price': 994.55, 'prev_close_price': 994.65, 'volume': 470346, 'short_name': 'SUNPHARMA-EQ', 'exchange': 'NSE', 'description': 'NSE:SUNPHARMA-EQ', 'original_name': 'NSE:SUNPHARMA-EQ', 'symbol': 'NSE:SUNPHARMA-EQ', 'fyToken': '10100000003351', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 999.7, 'h': 999.7, 'l': 999.4, 'c': 999.7, 'v': 5118, 'tf': '10:56'}}}]}

1670995612774 :: quotes :: {'symbols': 'NSE:RELIANCE-EQ'} :: 1670995613688 :: {'s': 'ok', 'd': [{'n': 'NSE:RELIANCE-EQ', 's': 'ok', 'v': {'ch': -5.2, 'chp': -0.2, 'lp': 2619.8, 'spread': 0.15, 'ask': 2619.95, 'bid': 2619.8, 'open_price': 2637.65, 'high_price': 2638.95, 'low_price': 2616.0, 'prev_close_price': 2625.0, 'volume': 1236698, 'short_name': 'RELIANCE-EQ', 'exchange': 'NSE', 'description': 'NSE:RELIANCE-EQ', 'original_name': 'NSE:RELIANCE-EQ', 'symbol': 'NSE:RELIANCE-EQ', 'fyToken': '10100000002885', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 2619.5, 'h': 2620.0, 'l': 2619.15, 'c': 2619.8, 'v': 3604, 'tf': '10:56'}}}]}

1670995613693 :: quotes :: {'symbols': 'NSE:MARUTI-EQ'} :: 1670995614675 :: {'s': 'ok', 'd': [{'n': 'NSE:MARUTI-EQ', 's': 'ok', 'v': {'ch': 7.7, 'chp': 0.09, 'lp': 8628.4, 'spread': 0.4, 'ask': 8628.4, 'bid': 8628.0, 'open_price': 8650.0, 'high_price': 8677.7, 'low_price': 8596.05, 'prev_close_price': 8620.7, 'volume': 125361, 'short_name': 'MARUTI-EQ', 'exchange': 'NSE', 'description': 'NSE:MARUTI-EQ', 'original_name': 'NSE:MARUTI-EQ', 'symbol': 'NSE:MARUTI-EQ', 'fyToken': '101000000010999', 'tt': 1670976000, 'cmd': {'t': 1670995560, 'o': 8629.8, 'h': 8629.8, 'l': 8628.1, 'c': 8628.4, 'v': 128, 'tf': '10:56'}}}]}

1670995624684 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670995625980 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 63.75, 'chp': 0.34, 'lp': 18671.75, 'spread': 0.0, 'ask': 18671.75, 'bid': 18671.75, 'open_price': 18671.25, 'high_price': 18696.1, 'low_price': 18651.65, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670976000, 'cmd': {'t': 1670995620, 'o': 18671.75, 'h': 18672.6, 'l': 18671.4, 'c': 18671.75, 'v': 0, 'tf': '10:57'}}}]}

1670995625981 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1670995627323 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 130.9, 'chp': 0.3, 'lp': 44077.45, 'spread': 0.0, 'ask': 44077.45, 'bid': 44077.45, 'open_price': 44078.6, 'high_price': 44099.15, 'low_price': 43987.95, 'prev_close_price': 43946.55, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1670976000, 'cmd': {'t': 1670995620, 'o': 44078.75, 'h': 44081.2, 'l': 44076.85, 'c': 44077.45, 'v': 0, 'tf': '10:57'}}}]}

1670995627324 :: quotes :: {'symbols': 'NSE:INFY-EQ'} :: 1670995628270 :: {'s': 'ok', 'd': [{'n': 'NSE:INFY-EQ', 's': 'ok', 'v': {'ch': 8.65, 'chp': 0.55, 'lp': 1580.8, 'spread': 0.05, 'ask': 1580.85, 'bid': 1580.8, 'open_price': 1582.0, 'high_price': 1588.5, 'low_price': 1575.05, 'prev_close_price': 1572.15, 'volume': 1622973, 'short_name': 'INFY-EQ', 'exchange': 'NSE', 'description': 'NSE:INFY-EQ', 'original_name': 'NSE:INFY-EQ', 'symbol': 'NSE:INFY-EQ', 'fyToken': '10100000001594', 'tt': 1670976000, 'cmd': {'t': 1670995620, 'o': 1581.1, 'h': 1581.15, 'l': 1580.8, 'c': 1580.8, 'v': 1330, 'tf': '10:57'}}}]}

1670995628278 :: quotes :: {'symbols': 'NSE:HINDALCO-EQ'} :: 1670995629676 :: {'s': 'ok', 'd': [{'n': 'NSE:HINDALCO-EQ', 's': 'ok', 'v': {'ch': 7.1, 'chp': 1.55, 'lp': 465.2, 'spread': 0.15, 'ask': 465.4, 'bid': 465.25, 'open_price': 461.65, 'high_price': 469.95, 'low_price': 461.05, 'prev_close_price': 458.1, 'volume': 2601253, 'short_name': 'HINDALCO-EQ', 'exchange': 'NSE', 'description': 'NSE:HINDALCO-EQ', 'original_name': 'NSE:HINDALCO-EQ', 'symbol': 'NSE:HINDALCO-EQ', 'fyToken': '10100000001363', 'tt': 1670976000, 'cmd': {'t': 1670995620, 'o': 465.4, 'h': 465.4, 'l': 465.15, 'c': 465.2, 'v': 472, 'tf': '10:57'}}}]}

1670995629682 :: quotes :: {'symbols': 'NSE:APOLLOHOSP-EQ'} :: 1670995630668 :: {'s': 'ok', 'd': [{'n': 'NSE:APOLLOHOSP-EQ', 's': 'ok', 'v': {'ch': -14.05, 'chp': -0.3, 'lp': 4664.8, 'spread': 0.2, 'ask': 4665.0, 'bid': 4664.8, 'open_price': 4712.0, 'high_price': 4712.0, 'low_price': 4660.8, 'prev_close_price': 4678.85, 'volume': 164499, 'short_name': 'APOLLOHOSP-EQ', 'exchange': 'NSE', 'description': 'NSE:APOLLOHOSP-EQ', 'original_name': 'NSE:APOLLOHOSP-EQ', 'symbol': 'NSE:APOLLOHOSP-EQ', 'fyToken': '1010000000157', 'tt': 1670976000, 'cmd': {'t': 1670995620, 'o': 4664.9, 'h': 4666.5, 'l': 4664.8, 'c': 4664.8, 'v': 86, 'tf': '10:57'}}}]}

1670995630674 :: quotes :: {'symbols': 'NSE:INDUSINDBK-EQ'} :: 1670995631693 :: {'s': 'ok', 'd': [{'n': 'NSE:INDUSINDBK-EQ', 's': 'ok', 'v': {'ch': 6.3, 'chp': 0.51, 'lp': 1241.25, 'spread': 0.45, 'ask': 1241.25, 'bid': 1240.8, 'open_price': 1241.75, 'high_price': 1245.9, 'low_price': 1233.0, 'prev_close_price': 1234.95, 'volume': 986229, 'short_name': 'INDUSINDBK-EQ', 'exchange': 'NSE', 'description': 'NSE:INDUSINDBK-EQ', 'original_name': 'NSE:INDUSINDBK-EQ', 'symbol': 'NSE:INDUSINDBK-EQ', 'fyToken': '10100000005258', 'tt': 1670976000, 'cmd': {'t': 1670995620, 'o': 1241.55, 'h': 1241.55, 'l': 1241.25, 'c': 1241.25, 'v': 723, 'tf': '10:57'}}}]}

1670995631700 :: quotes :: {'symbols': 'NSE:BAJFINANCE-EQ'} :: 1670995632724 :: {'s': 'ok', 'd': [{'n': 'NSE:BAJFINANCE-EQ', 's': 'ok', 'v': {'ch': 44.9, 'chp': 0.68, 'lp': 6665.0, 'spread': 1.0, 'ask': 6666.0, 'bid': 6665.0, 'open_price': 6658.0, 'high_price': 6688.55, 'low_price': 6636.1, 'prev_close_price': 6620.1, 'volume': 310396, 'short_name': 'BAJFINANCE-EQ', 'exchange': 'NSE', 'description': 'NSE:BAJFINANCE-EQ', 'original_name': 'NSE:BAJFINANCE-EQ', 'symbol': 'NSE:BAJFINANCE-EQ', 'fyToken': '1010000000317', 'tt': 1670976000, 'cmd': {'t': 1670995620, 'o': 6665.0, 'h': 6667.15, 'l': 6665.0, 'c': 6665.0, 'v': 226, 'tf': '10:57'}}}]}

1670995632730 :: quotes :: {'symbols': 'NSE:SBIN-EQ'} :: 1670995633635 :: {'s': 'ok', 'd': [{'n': 'NSE:SBIN-EQ', 's': 'ok', 'v': {'ch': 6.25, 'chp': 1.01, 'lp': 623.0, 'spread': 0.05, 'ask': 623.05, 'bid': 623.0, 'open_price': 618.5, 'high_price': 625.8, 'low_price': 617.5, 'prev_close_price': 616.75, 'volume': 5831907, 'short_name': 'SBIN-EQ', 'exchange': 'NSE', 'description': 'NSE:SBIN-EQ', 'original_name': 'NSE:SBIN-EQ', 'symbol': 'NSE:SBIN-EQ', 'fyToken': '10100000003045', 'tt': 1670976000, 'cmd': {'t': 1670995620, 'o': 623.0, 'h': 623.1, 'l': 623.0, 'c': 623.0, 'v': 1614, 'tf': '10:57'}}}]}

1670995633641 :: quotes :: {'symbols': 'NSE:TCS-EQ'} :: 1670995634660 :: {'s': 'ok', 'd': [{'n': 'NSE:TCS-EQ', 's': 'ok', 'v': {'ch': 25.3, 'chp': 0.76, 'lp': 3357.4, 'spread': 0.65, 'ask': 3357.4, 'bid': 3356.75, 'open_price': 3348.8, 'high_price': 3377.0, 'low_price': 3340.9, 'prev_close_price': 3332.1, 'volume': 443391, 'short_name': 'TCS-EQ', 'exchange': 'NSE', 'description': 'NSE:TCS-EQ', 'original_name': 'NSE:TCS-EQ', 'symbol': 'NSE:TCS-EQ', 'fyToken': '101000000011536', 'tt': 1670976000, 'cmd': {'t': 1670995620, 'o': 3358.15, 'h': 3358.15, 'l': 3357.4, 'c': 3357.4, 'v': 178, 'tf': '10:57'}}}]}

1670995634666 :: quotes :: {'symbols': 'NSE:SUNPHARMA-EQ'} :: 1670995635680 :: {'s': 'ok', 'd': [{'n': 'NSE:SUNPHARMA-EQ', 's': 'ok', 'v': {'ch': 4.95, 'chp': 0.5, 'lp': 999.6, 'spread': 0.35, 'ask': 999.6, 'bid': 999.25, 'open_price': 999.0, 'high_price': 1002.35, 'low_price': 994.55, 'prev_close_price': 994.65, 'volume': 470842, 'short_name': 'SUNPHARMA-EQ', 'exchange': 'NSE', 'description': 'NSE:SUNPHARMA-EQ', 'original_name': 'NSE:SUNPHARMA-EQ', 'symbol': 'NSE:SUNPHARMA-EQ', 'fyToken': '10100000003351', 'tt': 1670976000, 'cmd': {'t': 1670995620, 'o': 999.25, 'h': 999.7, 'l': 999.25, 'c': 999.6, 'v': 484, 'tf': '10:57'}}}]}

1670995635687 :: quotes :: {'symbols': 'NSE:RELIANCE-EQ'} :: 1670995636707 :: {'s': 'ok', 'd': [{'n': 'NSE:RELIANCE-EQ', 's': 'ok', 'v': {'ch': -5.0, 'chp': -0.19, 'lp': 2620.0, 'spread': 0.05, 'ask': 2620.0, 'bid': 2619.95, 'open_price': 2637.65, 'high_price': 2638.95, 'low_price': 2616.0, 'prev_close_price': 2625.0, 'volume': 1237454, 'short_name': 'RELIANCE-EQ', 'exchange': 'NSE', 'description': 'NSE:RELIANCE-EQ', 'original_name': 'NSE:RELIANCE-EQ', 'symbol': 'NSE:RELIANCE-EQ', 'fyToken': '10100000002885', 'tt': 1670976000, 'cmd': {'t': 1670995620, 'o': 2620.0, 'h': 2620.0, 'l': 2619.8, 'c': 2620.0, 'v': 471, 'tf': '10:57'}}}]}

1670995636713 :: quotes :: {'symbols': 'NSE:MARUTI-EQ'} :: 1670995637963 :: {'s': 'ok', 'd': [{'n': 'NSE:MARUTI-EQ', 's': 'ok', 'v': {'ch': 7.65, 'chp': 0.09, 'lp': 8628.35, 'spread': 0.35, 'ask': 8628.35, 'bid': 8628.0, 'open_price': 8650.0, 'high_price': 8677.7, 'low_price': 8596.05, 'prev_close_price': 8620.7, 'volume': 125380, 'short_name': 'MARUTI-EQ', 'exchange': 'NSE', 'description': 'NSE:MARUTI-EQ', 'original_name': 'NSE:MARUTI-EQ', 'symbol': 'NSE:MARUTI-EQ', 'fyToken': '101000000010999', 'tt': 1670976000, 'cmd': {'t': 1670995620, 'o': 8628.4, 'h': 8628.4, 'l': 8628.2, 'c': 8628.35, 'v': 19, 'tf': '10:57'}}}]}

1670995647974 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670995649342 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 63.05, 'chp': 0.34, 'lp': 18671.05, 'spread': 0.0, 'ask': 18671.05, 'bid': 18671.05, 'open_price': 18671.25, 'high_price': 18696.1, 'low_price': 18651.65, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670976000, 'cmd': {'t': 1670995620, 'o': 18671.75, 'h': 18672.6, 'l': 18670.6, 'c': 18671.05, 'v': 0, 'tf': '10:57'}}}]}

