
1671075901000 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671075902285 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -47.8, 'chp': -0.26, 'lp': 18612.5, 'spread': 0.0, 'ask': 18612.5, 'bid': 18612.5, 'open_price': 18614.4, 'high_price': 18621.2, 'low_price': 18612.2, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671075900, 'o': 18614.4, 'h': 18621.2, 'l': 18612.2, 'c': 18612.5, 'v': 0, 'tf': '9:15'}}}]}

1671081493361 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671081494401 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 19.15, 'chp': 1.51, 'lp': 1288.9, 'spread': 0.25, 'ask': 1289.15, 'bid': 1288.9, 'open_price': 1274.95, 'high_price': 1295.0, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 597934, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 1289.0, 'h': 1289.25, 'l': 1288.9, 'c': 1288.9, 'v': 176, 'tf': '10:48'}}}]}

1671081494402 :: positions ::  :: 1671081495466 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'netQty': -141, 'qty': 141, 'avgPrice': 1287.96, 'netAvg': 1288.87, 'side': -1, 'productType': 'BO', 'realized_profit': 128.14, 'unrealized_profit': -224.19, 'pl': -96.05000000000001, 'ltp': 1289.55, 'buyQty': 43, 'buyAvg': 1284.9814, 'buyVal': 55254.2, 'sellQty': 184, 'sellAvg': 1287.96, 'sellVal': 236985.5, 'slNo': 0, 'fyToken': '101000000021808', 'dummy': '          ', 'crossCurrency': 'N', 'rbiRefRate': 1.0, 'qtyMulti_com': 1.0, 'segment': 10, 'symbol': 'NSE:SBILIFE-EQ', 'id': 'NSE:SBILIFE-EQ-BO', 'qtyMultiplier': 1.0}], 'overall': {'count_total': 1, 'count_open': 1, 'pl_total': -96.05, 'pl_realized': 128.14, 'pl_unrealized': -224.19}}

1671081495477 :: quotes :: {'symbols': 'NSE:HDFCLIFE-EQ'} :: 1671081496407 :: {'s': 'ok', 'd': [{'n': 'NSE:HDFCLIFE-EQ', 's': 'ok', 'v': {'ch': 2.9, 'chp': 0.5, 'lp': 583.25, 'spread': 0.15, 'ask': 583.2, 'bid': 583.05, 'open_price': 582.9, 'high_price': 587.25, 'low_price': 581.35, 'prev_close_price': 580.35, 'volume': 713153, 'short_name': 'HDFCLIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:HDFCLIFE-EQ', 'original_name': 'NSE:HDFCLIFE-EQ', 'symbol': 'NSE:HDFCLIFE-EQ', 'fyToken': '1010000000467', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 583.05, 'h': 583.25, 'l': 583.05, 'c': 583.25, 'v': 383, 'tf': '10:48'}}}]}

1671081496419 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671081497694 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.05, 'chp': 0.07, 'lp': 72.3, 'spread': 0.05, 'ask': 72.3, 'bid': 72.25, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.25, 'prev_close_price': 72.25, 'volume': 1879272, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 72.3, 'h': 72.3, 'l': 72.3, 'c': 72.3, 'v': 2654, 'tf': '10:48'}}}]}

1671081497706 :: quotes :: {'symbols': 'NSE:BAJFINANCE-EQ'} :: 1671081498632 :: {'s': 'ok', 'd': [{'n': 'NSE:BAJFINANCE-EQ', 's': 'ok', 'v': {'ch': 42.75, 'chp': 0.64, 'lp': 6697.95, 'spread': 0.15, 'ask': 6697.95, 'bid': 6697.8, 'open_price': 6632.0, 'high_price': 6714.0, 'low_price': 6622.3, 'prev_close_price': 6655.2, 'volume': 362716, 'short_name': 'BAJFINANCE-EQ', 'exchange': 'NSE', 'description': 'NSE:BAJFINANCE-EQ', 'original_name': 'NSE:BAJFINANCE-EQ', 'symbol': 'NSE:BAJFINANCE-EQ', 'fyToken': '1010000000317', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 6697.05, 'h': 6697.95, 'l': 6697.0, 'c': 6697.95, 'v': 96, 'tf': '10:48'}}}]}

1671081498634 :: quotes :: {'symbols': 'NSE:SBIN-EQ'} :: 1671081499611 :: {'s': 'ok', 'd': [{'n': 'NSE:SBIN-EQ', 's': 'ok', 'v': {'ch': 0.7, 'chp': 0.11, 'lp': 626.2, 'spread': 0.2, 'ask': 626.2, 'bid': 626.0, 'open_price': 625.55, 'high_price': 629.55, 'low_price': 625.05, 'prev_close_price': 625.5, 'volume': 3442288, 'short_name': 'SBIN-EQ', 'exchange': 'NSE', 'description': 'NSE:SBIN-EQ', 'original_name': 'NSE:SBIN-EQ', 'symbol': 'NSE:SBIN-EQ', 'fyToken': '10100000003045', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 626.3, 'h': 626.3, 'l': 626.0, 'c': 626.2, 'v': 8693, 'tf': '10:48'}}}]}

1671081499612 :: quotes :: {'symbols': 'NSE:TCS-EQ'} :: 1671081500973 :: {'s': 'ok', 'd': [{'n': 'NSE:TCS-EQ', 's': 'ok', 'v': {'ch': -35.45, 'chp': -1.05, 'lp': 3329.9, 'spread': 0.1, 'ask': 3330.0, 'bid': 3329.9, 'open_price': 3358.8, 'high_price': 3364.75, 'low_price': 3321.0, 'prev_close_price': 3365.35, 'volume': 548691, 'short_name': 'TCS-EQ', 'exchange': 'NSE', 'description': 'NSE:TCS-EQ', 'original_name': 'NSE:TCS-EQ', 'symbol': 'NSE:TCS-EQ', 'fyToken': '101000000011536', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 3330.0, 'h': 3330.0, 'l': 3329.8, 'c': 3329.9, 'v': 131, 'tf': '10:48'}}}]}

1671081500975 :: quotes :: {'symbols': 'NSE:SUNPHARMA-EQ'} :: 1671081502300 :: {'s': 'ok', 'd': [{'n': 'NSE:SUNPHARMA-EQ', 's': 'ok', 'v': {'ch': 0.25, 'chp': 0.02, 'lp': 1000.5, 'spread': 0.4, 'ask': 1000.95, 'bid': 1000.55, 'open_price': 1001.0, 'high_price': 1007.0, 'low_price': 999.3, 'prev_close_price': 1000.25, 'volume': 278134, 'short_name': 'SUNPHARMA-EQ', 'exchange': 'NSE', 'description': 'NSE:SUNPHARMA-EQ', 'original_name': 'NSE:SUNPHARMA-EQ', 'symbol': 'NSE:SUNPHARMA-EQ', 'fyToken': '10100000003351', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 1000.75, 'h': 1001.0, 'l': 1000.25, 'c': 1000.5, 'v': 486, 'tf': '10:48'}}}]}

1671081502301 :: quotes :: {'symbols': 'NSE:RELIANCE-EQ'} :: 1671081503242 :: {'s': 'ok', 'd': [{'n': 'NSE:RELIANCE-EQ', 's': 'ok', 'v': {'ch': -16.6, 'chp': -0.63, 'lp': 2598.9, 'spread': 0.05, 'ask': 2598.95, 'bid': 2598.9, 'open_price': 2602.5, 'high_price': 2615.0, 'low_price': 2593.8, 'prev_close_price': 2615.5, 'volume': 981618, 'short_name': 'RELIANCE-EQ', 'exchange': 'NSE', 'description': 'NSE:RELIANCE-EQ', 'original_name': 'NSE:RELIANCE-EQ', 'symbol': 'NSE:RELIANCE-EQ', 'fyToken': '10100000002885', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 2598.8, 'h': 2598.95, 'l': 2598.7, 'c': 2598.9, 'v': 1683, 'tf': '10:48'}}}]}

1671081503244 :: quotes :: {'symbols': 'NSE:MARUTI-EQ'} :: 1671081504270 :: {'s': 'ok', 'd': [{'n': 'NSE:MARUTI-EQ', 's': 'ok', 'v': {'ch': -11.2, 'chp': -0.13, 'lp': 8630.4, 'spread': 0.05, 'ask': 8630.45, 'bid': 8630.4, 'open_price': 8641.0, 'high_price': 8673.6, 'low_price': 8612.0, 'prev_close_price': 8641.6, 'volume': 130651, 'short_name': 'MARUTI-EQ', 'exchange': 'NSE', 'description': 'NSE:MARUTI-EQ', 'original_name': 'NSE:MARUTI-EQ', 'symbol': 'NSE:MARUTI-EQ', 'fyToken': '101000000010999', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 8627.05, 'h': 8631.6, 'l': 8627.05, 'c': 8630.4, 'v': 513, 'tf': '10:48'}}}]}

1671081514282 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671081515197 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -77.0, 'chp': -0.41, 'lp': 18583.3, 'spread': 0.0, 'ask': 18583.3, 'bid': 18583.3, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18558.9, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 18582.75, 'h': 18584.05, 'l': 18581.55, 'c': 18583.3, 'v': 0, 'tf': '10:48'}}}]}

1671081515198 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671081516162 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 2.45, 'chp': 0.01, 'lp': 44051.55, 'spread': 0.0, 'ask': 44051.55, 'bid': 44051.55, 'open_price': 43940.1, 'high_price': 44120.6, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 44055.2, 'h': 44055.3, 'l': 44045.05, 'c': 44051.55, 'v': 0, 'tf': '10:48'}}}]}

1671081516163 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671081517465 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 19.8, 'chp': 1.56, 'lp': 1289.55, 'spread': 0.5, 'ask': 1289.55, 'bid': 1289.05, 'open_price': 1274.95, 'high_price': 1295.0, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 598395, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 1289.0, 'h': 1289.55, 'l': 1288.9, 'c': 1289.55, 'v': 637, 'tf': '10:48'}}}]}

1671081517466 :: positions ::  :: 1671081518601 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'netQty': -141, 'qty': 141, 'avgPrice': 1287.96, 'netAvg': 1288.87, 'side': -1, 'productType': 'BO', 'realized_profit': 128.14, 'unrealized_profit': -224.19, 'pl': -96.05000000000001, 'ltp': 1289.55, 'buyQty': 43, 'buyAvg': 1284.9814, 'buyVal': 55254.2, 'sellQty': 184, 'sellAvg': 1287.96, 'sellVal': 236985.5, 'slNo': 0, 'fyToken': '101000000021808', 'dummy': '          ', 'crossCurrency': 'N', 'rbiRefRate': 1.0, 'qtyMulti_com': 1.0, 'segment': 10, 'symbol': 'NSE:SBILIFE-EQ', 'id': 'NSE:SBILIFE-EQ-BO', 'qtyMultiplier': 1.0}], 'overall': {'count_total': 1, 'count_open': 1, 'pl_total': -96.05, 'pl_realized': 128.14, 'pl_unrealized': -224.19}}

1671081518612 :: quotes :: {'symbols': 'NSE:HDFCLIFE-EQ'} :: 1671081519904 :: {'s': 'ok', 'd': [{'n': 'NSE:HDFCLIFE-EQ', 's': 'ok', 'v': {'ch': 2.85, 'chp': 0.49, 'lp': 583.2, 'spread': 0.15, 'ask': 583.2, 'bid': 583.05, 'open_price': 582.9, 'high_price': 587.25, 'low_price': 581.35, 'prev_close_price': 580.35, 'volume': 713362, 'short_name': 'HDFCLIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:HDFCLIFE-EQ', 'original_name': 'NSE:HDFCLIFE-EQ', 'symbol': 'NSE:HDFCLIFE-EQ', 'fyToken': '1010000000467', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 583.05, 'h': 583.25, 'l': 583.05, 'c': 583.2, 'v': 592, 'tf': '10:48'}}}]}

1671081519913 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671081521258 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.1, 'chp': 0.14, 'lp': 72.35, 'spread': 0.05, 'ask': 72.35, 'bid': 72.3, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.25, 'prev_close_price': 72.25, 'volume': 1888184, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 72.3, 'h': 72.35, 'l': 72.25, 'c': 72.35, 'v': 11566, 'tf': '10:48'}}}]}

1671081521268 :: quotes :: {'symbols': 'NSE:BAJFINANCE-EQ'} :: 1671081522524 :: {'s': 'ok', 'd': [{'n': 'NSE:BAJFINANCE-EQ', 's': 'ok', 'v': {'ch': 42.85, 'chp': 0.64, 'lp': 6698.05, 'spread': 1.9, 'ask': 6698.05, 'bid': 6696.15, 'open_price': 6632.0, 'high_price': 6714.0, 'low_price': 6622.3, 'prev_close_price': 6655.2, 'volume': 363383, 'short_name': 'BAJFINANCE-EQ', 'exchange': 'NSE', 'description': 'NSE:BAJFINANCE-EQ', 'original_name': 'NSE:BAJFINANCE-EQ', 'symbol': 'NSE:BAJFINANCE-EQ', 'fyToken': '1010000000317', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 6697.05, 'h': 6698.05, 'l': 6695.75, 'c': 6698.05, 'v': 763, 'tf': '10:48'}}}]}

1671081522526 :: quotes :: {'symbols': 'NSE:SBIN-EQ'} :: 1671081523783 :: {'s': 'ok', 'd': [{'n': 'NSE:SBIN-EQ', 's': 'ok', 'v': {'ch': 0.6, 'chp': 0.1, 'lp': 626.1, 'spread': 0.05, 'ask': 626.15, 'bid': 626.1, 'open_price': 625.55, 'high_price': 629.55, 'low_price': 625.05, 'prev_close_price': 625.5, 'volume': 3443962, 'short_name': 'SBIN-EQ', 'exchange': 'NSE', 'description': 'NSE:SBIN-EQ', 'original_name': 'NSE:SBIN-EQ', 'symbol': 'NSE:SBIN-EQ', 'fyToken': '10100000003045', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 626.3, 'h': 626.3, 'l': 626.0, 'c': 626.1, 'v': 10367, 'tf': '10:48'}}}]}

1671081523785 :: quotes :: {'symbols': 'NSE:TCS-EQ'} :: 1671081524710 :: {'s': 'ok', 'd': [{'n': 'NSE:TCS-EQ', 's': 'ok', 'v': {'ch': -35.5, 'chp': -1.05, 'lp': 3329.85, 'spread': 0.15, 'ask': 3330.0, 'bid': 3329.85, 'open_price': 3358.8, 'high_price': 3364.75, 'low_price': 3321.0, 'prev_close_price': 3365.35, 'volume': 548759, 'short_name': 'TCS-EQ', 'exchange': 'NSE', 'description': 'NSE:TCS-EQ', 'original_name': 'NSE:TCS-EQ', 'symbol': 'NSE:TCS-EQ', 'fyToken': '101000000011536', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 3330.0, 'h': 3330.0, 'l': 3329.8, 'c': 3329.85, 'v': 199, 'tf': '10:48'}}}]}

1671081524712 :: quotes :: {'symbols': 'NSE:SUNPHARMA-EQ'} :: 1671081525689 :: {'s': 'ok', 'd': [{'n': 'NSE:SUNPHARMA-EQ', 's': 'ok', 'v': {'ch': 0.25, 'chp': 0.02, 'lp': 1000.5, 'spread': 0.1, 'ask': 1000.6, 'bid': 1000.5, 'open_price': 1001.0, 'high_price': 1007.0, 'low_price': 999.3, 'prev_close_price': 1000.25, 'volume': 278761, 'short_name': 'SUNPHARMA-EQ', 'exchange': 'NSE', 'description': 'NSE:SUNPHARMA-EQ', 'original_name': 'NSE:SUNPHARMA-EQ', 'symbol': 'NSE:SUNPHARMA-EQ', 'fyToken': '10100000003351', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 1000.75, 'h': 1001.0, 'l': 1000.25, 'c': 1000.5, 'v': 1113, 'tf': '10:48'}}}]}

1671081525691 :: quotes :: {'symbols': 'NSE:RELIANCE-EQ'} :: 1671081526600 :: {'s': 'ok', 'd': [{'n': 'NSE:RELIANCE-EQ', 's': 'ok', 'v': {'ch': -15.65, 'chp': -0.6, 'lp': 2599.85, 'spread': 0.1, 'ask': 2599.95, 'bid': 2599.85, 'open_price': 2602.5, 'high_price': 2615.0, 'low_price': 2593.8, 'prev_close_price': 2615.5, 'volume': 987071, 'short_name': 'RELIANCE-EQ', 'exchange': 'NSE', 'description': 'NSE:RELIANCE-EQ', 'original_name': 'NSE:RELIANCE-EQ', 'symbol': 'NSE:RELIANCE-EQ', 'fyToken': '10100000002885', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 2598.8, 'h': 2600.0, 'l': 2598.7, 'c': 2599.85, 'v': 7136, 'tf': '10:48'}}}]}

1671081526601 :: quotes :: {'symbols': 'NSE:MARUTI-EQ'} :: 1671081527568 :: {'s': 'ok', 'd': [{'n': 'NSE:MARUTI-EQ', 's': 'ok', 'v': {'ch': -14.55, 'chp': -0.17, 'lp': 8627.05, 'spread': 0.05, 'ask': 8627.1, 'bid': 8627.05, 'open_price': 8641.0, 'high_price': 8673.6, 'low_price': 8612.0, 'prev_close_price': 8641.6, 'volume': 130786, 'short_name': 'MARUTI-EQ', 'exchange': 'NSE', 'description': 'NSE:MARUTI-EQ', 'original_name': 'NSE:MARUTI-EQ', 'symbol': 'NSE:MARUTI-EQ', 'fyToken': '101000000010999', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 8627.05, 'h': 8631.6, 'l': 8627.0, 'c': 8627.05, 'v': 648, 'tf': '10:48'}}}]}

1671081537571 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671081538956 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -78.15, 'chp': -0.42, 'lp': 18582.15, 'spread': 0.0, 'ask': 18582.15, 'bid': 18582.15, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18558.9, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 18582.75, 'h': 18584.05, 'l': 18581.55, 'c': 18582.15, 'v': 0, 'tf': '10:48'}}}]}

1671081538957 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671081539967 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 0.8, 'chp': 0.0, 'lp': 44049.9, 'spread': 0.0, 'ask': 44049.9, 'bid': 44049.9, 'open_price': 43940.1, 'high_price': 44120.6, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671081540, 'o': 44049.9, 'h': 44049.9, 'l': 44049.9, 'c': 44049.9, 'v': 0, 'tf': '10:49'}}}]}

1671081539968 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671081540894 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 19.1, 'chp': 1.5, 'lp': 1288.85, 'spread': 0.65, 'ask': 1289.65, 'bid': 1289.0, 'open_price': 1274.95, 'high_price': 1295.0, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 599527, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671081480, 'o': 1289.0, 'h': 1289.7, 'l': 1288.85, 'c': 1288.85, 'v': 1769, 'tf': '10:48'}}}]}

1671081540895 :: positions ::  :: 1671081541932 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'netQty': -141, 'qty': 141, 'avgPrice': 1287.96, 'netAvg': 1288.87, 'side': -1, 'productType': 'BO', 'realized_profit': 128.14, 'unrealized_profit': -125.49, 'pl': 2.6499999999999915, 'ltp': 1288.85, 'buyQty': 43, 'buyAvg': 1284.9814, 'buyVal': 55254.2, 'sellQty': 184, 'sellAvg': 1287.96, 'sellVal': 236985.5, 'slNo': 0, 'fyToken': '101000000021808', 'dummy': '          ', 'crossCurrency': 'N', 'rbiRefRate': 1.0, 'qtyMulti_com': 1.0, 'segment': 10, 'symbol': 'NSE:SBILIFE-EQ', 'id': 'NSE:SBILIFE-EQ-BO', 'qtyMultiplier': 1.0}], 'overall': {'count_total': 1, 'count_open': 1, 'pl_total': 2.65, 'pl_realized': 128.14, 'pl_unrealized': -125.49}}

1671081541941 :: quotes :: {'symbols': 'NSE:HDFCLIFE-EQ'} :: 1671081543259 :: {'s': 'ok', 'd': [{'n': 'NSE:HDFCLIFE-EQ', 's': 'ok', 'v': {'ch': 2.8, 'chp': 0.48, 'lp': 583.15, 'spread': 0.1, 'ask': 583.3, 'bid': 583.2, 'open_price': 582.9, 'high_price': 587.25, 'low_price': 581.35, 'prev_close_price': 580.35, 'volume': 714828, 'short_name': 'HDFCLIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:HDFCLIFE-EQ', 'original_name': 'NSE:HDFCLIFE-EQ', 'symbol': 'NSE:HDFCLIFE-EQ', 'fyToken': '1010000000467', 'tt': 1671062400, 'cmd': {'t': 1671081540, 'o': 583.15, 'h': 583.15, 'l': 583.15, 'c': 583.15, 'v': 0, 'tf': '10:49'}}}]}

1671081543271 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671081544208 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.05, 'chp': 0.07, 'lp': 72.3, 'spread': 0.05, 'ask': 72.35, 'bid': 72.3, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.25, 'prev_close_price': 72.25, 'volume': 1888710, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671081540, 'o': 72.3, 'h': 72.3, 'l': 72.3, 'c': 72.3, 'v': 250, 'tf': '10:49'}}}]}

1671081544219 :: positions ::  :: 1671081545184 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'netQty': -141, 'qty': 141, 'avgPrice': 1287.96, 'netAvg': 1288.87, 'side': -1, 'productType': 'BO', 'realized_profit': 128.14, 'unrealized_profit': -125.49, 'pl': 2.6499999999999915, 'ltp': 1288.85, 'buyQty': 43, 'buyAvg': 1284.9814, 'buyVal': 55254.2, 'sellQty': 184, 'sellAvg': 1287.96, 'sellVal': 236985.5, 'slNo': 0, 'fyToken': '101000000021808', 'dummy': '          ', 'crossCurrency': 'N', 'rbiRefRate': 1.0, 'qtyMulti_com': 1.0, 'segment': 10, 'symbol': 'NSE:SBILIFE-EQ', 'id': 'NSE:SBILIFE-EQ-BO', 'qtyMultiplier': 1.0}], 'overall': {'count_total': 1, 'count_open': 1, 'pl_total': 2.65, 'pl_realized': 128.14, 'pl_unrealized': -125.49}}

1671081545186 :: place_order ::  :: 1671081546187 :: {'s': 'error', 'code': -174, 'message': 'RMS:122121540948:NSE EQUITY 4204 MOTHERSON EQ XD14587 S 280 BO 72.35 BRACKET ORDER NOT ENABLED FOR SCRIPT', 'id': '122121540948-BO-1'}

1671081546189 :: place_order ::  :: 1671081547251 :: {'s': 'error', 'code': -174, 'message': 'RMS:122121540958:NSE EQUITY 4204 MOTHERSON EQ XD14587 S 120 BO 72.35 BRACKET ORDER NOT ENABLED FOR SCRIPT', 'id': '122121540958-BO-1'}

1671081547253 :: quotes :: {'symbols': 'NSE:BAJFINANCE-EQ'} :: 1671081548178 :: {'s': 'ok', 'd': [{'n': 'NSE:BAJFINANCE-EQ', 's': 'ok', 'v': {'ch': 42.8, 'chp': 0.64, 'lp': 6698.0, 'spread': 1.85, 'ask': 6698.0, 'bid': 6696.15, 'open_price': 6632.0, 'high_price': 6714.0, 'low_price': 6622.3, 'prev_close_price': 6655.2, 'volume': 363530, 'short_name': 'BAJFINANCE-EQ', 'exchange': 'NSE', 'description': 'NSE:BAJFINANCE-EQ', 'original_name': 'NSE:BAJFINANCE-EQ', 'symbol': 'NSE:BAJFINANCE-EQ', 'fyToken': '1010000000317', 'tt': 1671062400, 'cmd': {'t': 1671081540, 'o': 6696.15, 'h': 6698.0, 'l': 6696.15, 'c': 6698.0, 'v': 69, 'tf': '10:49'}}}]}

1671081548179 :: quotes :: {'symbols': 'NSE:SBIN-EQ'} :: 1671081549114 :: {'s': 'ok', 'd': [{'n': 'NSE:SBIN-EQ', 's': 'ok', 'v': {'ch': 0.95, 'chp': 0.15, 'lp': 626.45, 'spread': 0.25, 'ask': 626.45, 'bid': 626.2, 'open_price': 625.55, 'high_price': 629.55, 'low_price': 625.05, 'prev_close_price': 625.5, 'volume': 3457669, 'short_name': 'SBIN-EQ', 'exchange': 'NSE', 'description': 'NSE:SBIN-EQ', 'original_name': 'NSE:SBIN-EQ', 'symbol': 'NSE:SBIN-EQ', 'fyToken': '10100000003045', 'tt': 1671062400, 'cmd': {'t': 1671081540, 'o': 626.4, 'h': 626.45, 'l': 626.15, 'c': 626.45, 'v': 1495, 'tf': '10:49'}}}]}

